_id,app_name,logo,subscription_level,website,support_email,release_date,address.houseNo,address.street,address.city,address.zipcode,address.country
671aba1dfc13ae6f5122d244,Stronghold,http://dummyimage.com/225x100.png/ff4444/ffffff,MONTHLY,cam.ac.uk,jfleming13@simplemachines.org,2024-08-10T15:34:04Z,321,Hoepker,Sojo,,Peru
671aba1dfc13ae6f5122d245,Job,http://dummyimage.com/172x100.png/dddddd/000000,MONTHLY,state.tx.us,tblackly14@npr.org,2024-03-07T10:14:35Z,397,Lien,Cazin,,Bosnia and Herzegovina
671aba1dfc13ae6f5122d246,Bigtax,http://dummyimage.com/225x100.png/dddddd/000000,YEARLY,blogspot.com,dbaudain15@csmonitor.com,2023-11-11T01:34:45Z,28,Farwell,Grindavík,240,Iceland
671aba1dfc13ae6f5122d247,Latlux,http://dummyimage.com/246x100.png/dddddd/000000,FREE,economist.com,tshwenn16@china.com.cn,2024-03-21T16:05:11Z,283,Merchant,Beidaihehaibin,,China
671aba1dfc13ae6f5122d248,Alpha,http://dummyimage.com/206x100.png/dddddd/000000,FREE,loc.gov,abollini17@infoseek.co.jp,2024-03-05T21:12:40Z,176,Harbort,Bangjun,,China
671aba1dfc13ae6f5122d249,Bitchip,http://dummyimage.com/237x100.png/ff4444/ffffff,YEARLY,infoseek.co.jp,mgothard18@arstechnica.com,2024-08-02T02:00:34Z,245,Maple,Montgomery,36195,United States
671aba1dfc13ae6f5122d24a,Voltsillam,http://dummyimage.com/171x100.png/cc0000/ffffff,MONTHLY,hatena.ne.jp,abernhard19@gravatar.com,2024-03-20T06:23:58Z,336,La Follette,Tyrnyauz,361624,Russia
671aba1dfc13ae6f5122d24b,Tres-Zap,http://dummyimage.com/234x100.png/dddddd/000000,FREE,4shared.com,jrangell1a@meetup.com,2023-10-04T10:50:45Z,250,Boyd,Lubin,59-339,Poland
671aba1dfc13ae6f5122d24c,Redhold,http://dummyimage.com/133x100.png/5fa2dd/ffffff,MONTHLY,springer.com,nloftin1b@cbslocal.com,2023-12-05T22:32:01Z,484,Graceland,Téra,,Niger
671aba1dfc13ae6f5122d24d,Stringtough,http://dummyimage.com/146x100.png/5fa2dd/ffffff,MONTHLY,msn.com,cbarnardo1c@bandcamp.com,2023-10-14T12:35:31Z,341,Hintze,Nangxian,,China
671aba1dfc13ae6f5122d24e,Cardguard,http://dummyimage.com/212x100.png/cc0000/ffffff,MONTHLY,youtu.be,barnoud1d@newsvine.com,2024-01-10T07:24:35Z,400,Trailsway,Kuching,93612,Malaysia
671aba1dfc13ae6f5122d24f,Latlux,http://dummyimage.com/100x100.png/ff4444/ffffff,FREE,usatoday.com,rnewitt1e@theglobeandmail.com,2023-09-27T10:20:20Z,423,Caliangt,Jijiang,,China
671aba1dfc13ae6f5122d250,Lotlux,http://dummyimage.com/103x100.png/ff4444/ffffff,YEARLY,csmonitor.com,cdunniom1f@discovery.com,2024-04-21T11:19:16Z,227,Ronald Regan,Évry,91914 CEDEX 9,France
671aba1dfc13ae6f5122d251,Bitchip,http://dummyimage.com/220x100.png/ff4444/ffffff,FREE,adobe.com,lmoreby1g@biglobe.ne.jp,2024-09-06T08:37:15Z,53,8th,Soufrière,,Dominica
671aba1dfc13ae6f5122d252,Tampflex,http://dummyimage.com/232x100.png/5fa2dd/ffffff,FREE,smh.com.au,elace1h@cisco.com,2024-08-22T11:12:38Z,82,Sachs,Chum Phae,40130,Thailand
671aba1dfc13ae6f5122d253,Sonair,http://dummyimage.com/158x100.png/ff4444/ffffff,YEARLY,senate.gov,rissit1i@mediafire.com,2024-06-21T12:31:22Z,223,Elgar,Glubokiy,347850,Russia
671aba1dfc13ae6f5122d254,Fintone,http://dummyimage.com/169x100.png/5fa2dd/ffffff,MONTHLY,wisc.edu,lshuter1j@google.com,2023-10-01T10:42:59Z,480,Loftsgordon,Charagua,,Bolivia
671aba1dfc13ae6f5122d255,Rank,http://dummyimage.com/164x100.png/ff4444/ffffff,MONTHLY,printfriendly.com,jjosuweit1k@goo.ne.jp,2024-08-15T06:56:54Z,344,Ramsey,Busungbiu,,Indonesia
671aba1dfc13ae6f5122d256,Konklab,http://dummyimage.com/167x100.png/ff4444/ffffff,YEARLY,artisteer.com,isaladine1l@google.pl,2023-11-15T16:04:49Z,29,Delladonna,Maykopskoye,352177,Russia
671aba1dfc13ae6f5122d257,Aerified,http://dummyimage.com/171x100.png/ff4444/ffffff,MONTHLY,cmu.edu,cfairlem1m@ed.gov,2023-10-17T16:01:26Z,244,3rd,Buyant,,Mongolia
671aba1dfc13ae6f5122d258,Stim,http://dummyimage.com/103x100.png/5fa2dd/ffffff,MONTHLY,oaic.gov.au,jbrowne1n@163.com,2024-02-07T13:41:16Z,381,Twin Pines,Cape Coast,,Ghana
671aba1dfc13ae6f5122d259,Overhold,http://dummyimage.com/147x100.png/ff4444/ffffff,MONTHLY,kickstarter.com,medmondson1o@pinterest.com,2023-10-09T02:22:09Z,499,Park Meadow,Floreşti,MD-5040,Moldova
671aba1dfc13ae6f5122d25a,Opela,http://dummyimage.com/128x100.png/dddddd/000000,YEARLY,youtube.com,mvalti1p@github.com,2024-09-10T06:37:37Z,210,Pierstorff,Ilha de Moçambique,,Mozambique
671aba1dfc13ae6f5122d25b,Flexidy,http://dummyimage.com/222x100.png/ff4444/ffffff,YEARLY,ebay.co.uk,tchopin1q@amazon.co.uk,2024-10-21T07:03:38Z,488,West,Shibīn al Qanāţir,,Egypt
671aba1dfc13ae6f5122d25c,Mat Lam Tam,http://dummyimage.com/126x100.png/5fa2dd/ffffff,MONTHLY,samsung.com,bniemetz1r@pinterest.com,2024-02-01T08:42:26Z,102,Hallows,Šoštanj,3325,Slovenia
671aba1dfc13ae6f5122d25d,Flexidy,http://dummyimage.com/141x100.png/cc0000/ffffff,MONTHLY,so-net.ne.jp,slabrow1s@hud.gov,2024-08-30T18:25:02Z,430,Havey,Ambato,,Ecuador
671aba1dfc13ae6f5122d25e,Sonair,http://dummyimage.com/195x100.png/5fa2dd/ffffff,FREE,lulu.com,bwillatts1t@list-manage.com,2023-09-29T01:09:52Z,449,Scofield,Tong’an,,China
671aba1dfc13ae6f5122d25f,Alphazap,http://dummyimage.com/187x100.png/5fa2dd/ffffff,FREE,kickstarter.com,abaigent1u@earthlink.net,2023-12-25T14:17:36Z,176,Leroy,Hrastnik,1430,Slovenia
671aba1dfc13ae6f5122d260,Solarbreeze,http://dummyimage.com/224x100.png/cc0000/ffffff,YEARLY,google.fr,mbruhnsen1v@cmu.edu,2024-08-30T07:13:58Z,200,Steensland,Leleque,9213,Argentina
671aba1dfc13ae6f5122d261,Tampflex,http://dummyimage.com/148x100.png/dddddd/000000,MONTHLY,nasa.gov,kjaegar1w@tinypic.com,2024-02-24T13:07:09Z,474,Fieldstone,Daxin,,China
671aba1dfc13ae6f5122d262,Aerified,http://dummyimage.com/130x100.png/ff4444/ffffff,YEARLY,xinhuanet.com,pcoarser1x@a8.net,2024-06-08T16:12:09Z,157,Melrose,Liangchahe,,China
671aba1dfc13ae6f5122d263,Wrapsafe,http://dummyimage.com/148x100.png/ff4444/ffffff,MONTHLY,google.pl,ktimeby1y@epa.gov,2024-05-24T00:24:33Z,35,Anniversary,Smolec,55-070,Poland
671aba1dfc13ae6f5122d264,Opela,http://dummyimage.com/233x100.png/dddddd/000000,MONTHLY,acquirethisname.com,cwixey1z@buzzfeed.com,2024-02-24T15:57:08Z,244,Muir,Sheshory,,Ukraine
671aba1dfc13ae6f5122d265,Fintone,http://dummyimage.com/132x100.png/5fa2dd/ffffff,YEARLY,networksolutions.com,hlaurentin20@histats.com,2024-08-29T19:55:29Z,180,Redwing,Tallahassee,32309,United States
671aba1dfc13ae6f5122d266,Fix San,http://dummyimage.com/244x100.png/5fa2dd/ffffff,YEARLY,nationalgeographic.com,ccrawshay21@census.gov,2024-04-04T22:20:38Z,25,8th,Xintun,,China
671aba1dfc13ae6f5122d267,Vagram,http://dummyimage.com/237x100.png/dddddd/000000,FREE,xing.com,hbakey22@comsenz.com,2024-05-05T04:37:03Z,301,Anhalt,Chasŏng,,North Korea
671aba1dfc13ae6f5122d268,Wrapsafe,http://dummyimage.com/107x100.png/dddddd/000000,YEARLY,earthlink.net,cmcdoual23@businesswire.com,2023-09-08T20:23:48Z,293,Ramsey,Štítina,747 91,Czech Republic
671aba1dfc13ae6f5122d269,Bitwolf,http://dummyimage.com/128x100.png/dddddd/000000,YEARLY,imageshack.us,mbezarra24@unesco.org,2023-09-14T00:32:43Z,388,Bultman,Rudnichnyy,612830,Russia
671aba1dfc13ae6f5122d26a,Zaam-Dox,http://dummyimage.com/116x100.png/ff4444/ffffff,MONTHLY,cdc.gov,cchrystie25@sfgate.com,2024-10-24T05:12:41Z,46,Lakewood Gardens,Santo Amaro da Imperatriz,88140-000,Brazil
671aba1dfc13ae6f5122d26b,Opela,http://dummyimage.com/186x100.png/cc0000/ffffff,FREE,exblog.jp,wdavidou26@alibaba.com,2023-09-29T14:18:08Z,373,Kinsman,Bacolod,9205,Philippines
671aba1dfc13ae6f5122d26c,Mat Lam Tam,http://dummyimage.com/131x100.png/cc0000/ffffff,FREE,miitbeian.gov.cn,ymerali27@yale.edu,2024-07-07T01:26:15Z,86,Golf View,Vacaria,95200-000,Brazil
671aba1dfc13ae6f5122d26d,Tresom,http://dummyimage.com/220x100.png/ff4444/ffffff,YEARLY,zimbio.com,rbutfield28@symantec.com,2024-09-27T05:40:16Z,370,Blackbird,Wolowona,,Indonesia
671aba1dfc13ae6f5122d26e,Voltsillam,http://dummyimage.com/100x100.png/cc0000/ffffff,FREE,jimdo.com,tsturman29@ow.ly,2024-10-14T21:07:32Z,370,Northridge,Bergen,5806,Norway
671aba1dfc13ae6f5122d26f,Home Ing,http://dummyimage.com/110x100.png/dddddd/000000,YEARLY,tripod.com,sezzy2a@psu.edu,2024-07-04T03:06:13Z,146,Mosinee,Moutsamoudou,,Comoros
671aba1dfc13ae6f5122d270,Subin,http://dummyimage.com/168x100.png/cc0000/ffffff,MONTHLY,bbc.co.uk,lcotta2b@hc360.com,2024-05-24T02:27:47Z,299,Sommers,Ancona,60129,Italy
671aba1dfc13ae6f5122d271,Ronstring,http://dummyimage.com/229x100.png/ff4444/ffffff,MONTHLY,reverbnation.com,imachostie2c@ucsd.edu,2024-09-09T06:34:00Z,228,Hallows,Pujiang,,China
671aba1dfc13ae6f5122d272,Y-Solowarm,http://dummyimage.com/135x100.png/ff4444/ffffff,MONTHLY,timesonline.co.uk,bcordy2d@globo.com,2024-06-19T18:02:55Z,213,Kings,Buga,,Mongolia
671aba1dfc13ae6f5122d273,Tres-Zap,http://dummyimage.com/174x100.png/dddddd/000000,MONTHLY,123-reg.co.uk,wscolli2e@sciencedirect.com,2023-10-05T12:27:47Z,98,Crescent Oaks,Booterstown,D04,Ireland
671aba1dfc13ae6f5122d274,Aerified,http://dummyimage.com/246x100.png/5fa2dd/ffffff,MONTHLY,unicef.org,fhagerty2f@etsy.com,2024-04-01T01:28:26Z,353,Vidon,Esigodini,,Zimbabwe
671aba1dfc13ae6f5122d275,Latlux,http://dummyimage.com/107x100.png/5fa2dd/ffffff,YEARLY,uol.com.br,kkidde2g@unesco.org,2024-07-09T15:52:19Z,14,Lakewood Gardens,Mangaran,,Indonesia
671aba1dfc13ae6f5122d276,Cookley,http://dummyimage.com/163x100.png/cc0000/ffffff,FREE,pbs.org,kdixon2h@miibeian.gov.cn,2023-10-03T15:26:27Z,179,Darwin,Selnica,49246,Croatia
671aba1dfc13ae6f5122d277,Zamit,http://dummyimage.com/136x100.png/cc0000/ffffff,FREE,mysql.com,njessard2i@paginegialle.it,2024-05-26T05:13:40Z,41,Debs,Varberg,432 30,Sweden
671aba1dfc13ae6f5122d278,Flexidy,http://dummyimage.com/190x100.png/5fa2dd/ffffff,FREE,nsw.gov.au,rpetraitis2j@github.com,2024-09-17T11:11:52Z,34,Reinke,Tramandaí,95590-000,Brazil
671aba1dfc13ae6f5122d279,Andalax,http://dummyimage.com/201x100.png/ff4444/ffffff,MONTHLY,example.com,dchatt2k@nps.gov,2024-02-14T20:39:13Z,268,Myrtle,Pasadena,91117,United States
671aba1dfc13ae6f5122d27a,Zontrax,http://dummyimage.com/247x100.png/5fa2dd/ffffff,FREE,uiuc.edu,jcapaldi2l@histats.com,2024-08-27T06:03:19Z,401,Towne,Sukarame,,Indonesia
671aba1dfc13ae6f5122d27b,Biodex,http://dummyimage.com/147x100.png/5fa2dd/ffffff,MONTHLY,jugem.jp,tstivens2m@technorati.com,2023-10-11T16:27:44Z,14,Calypso,Katrineholm,641 36,Sweden
671aba1dfc13ae6f5122d27c,Keylex,http://dummyimage.com/152x100.png/ff4444/ffffff,FREE,mac.com,pattarge2n@theatlantic.com,2024-10-05T10:22:23Z,335,Farragut,Stockholm,103 83,Sweden
671aba1dfc13ae6f5122d27d,Konklab,http://dummyimage.com/231x100.png/dddddd/000000,MONTHLY,comsenz.com,wbesson2o@amazon.co.uk,2023-09-01T07:32:36Z,280,Holy Cross,Jambangan,,Indonesia
671aba1dfc13ae6f5122d27e,Holdlamis,http://dummyimage.com/168x100.png/dddddd/000000,MONTHLY,columbia.edu,dbairstow2p@sitemeter.com,2023-12-30T08:31:45Z,37,Reindahl,Кондово,1045,Macedonia
671aba1dfc13ae6f5122d27f,Sonsing,http://dummyimage.com/211x100.png/dddddd/000000,MONTHLY,homestead.com,sshalliker2q@businessinsider.com,2024-01-02T14:54:43Z,283,Carioca,Margara,,Armenia
671aba1dfc13ae6f5122d280,Transcof,http://dummyimage.com/214x100.png/ff4444/ffffff,FREE,wikimedia.org,hsciacovelli2r@technorati.com,2024-09-11T04:32:00Z,181,Bowman,Borabue,44130,Thailand
671aba1dfc13ae6f5122d281,Y-Solowarm,http://dummyimage.com/184x100.png/5fa2dd/ffffff,YEARLY,moonfruit.com,cbernardoux2s@usda.gov,2023-10-28T03:40:30Z,43,Dawn,Serpukhov,301088,Russia
671aba1dfc13ae6f5122d282,Stim,http://dummyimage.com/192x100.png/5fa2dd/ffffff,FREE,home.pl,cheadland2t@huffingtonpost.com,2023-09-06T16:01:26Z,322,Commercial,Utajärvi,91601,Finland
671aba1dfc13ae6f5122d283,Andalax,http://dummyimage.com/201x100.png/ff4444/ffffff,MONTHLY,cafepress.com,tpynn2u@taobao.com,2023-12-18T01:43:51Z,250,Cottonwood,Nachalovo,416457,Russia
671aba1dfc13ae6f5122d284,Regrant,http://dummyimage.com/180x100.png/5fa2dd/ffffff,FREE,istockphoto.com,mmconie2v@sbwire.com,2024-01-04T06:15:09Z,216,Columbus,Norrköping,602 09,Sweden
671aba1dfc13ae6f5122d285,Toughjoyfax,http://dummyimage.com/114x100.png/5fa2dd/ffffff,FREE,wired.com,pfagge2w@goo.ne.jp,2024-02-18T19:39:49Z,426,Dennis,Río Campo,,Equatorial Guinea
671aba1dfc13ae6f5122d286,Bytecard,http://dummyimage.com/240x100.png/dddddd/000000,YEARLY,deviantart.com,eedkins2x@yellowbook.com,2024-02-24T01:07:02Z,383,Westend,Fulong,,China
671aba1dfc13ae6f5122d287,Flexidy,http://dummyimage.com/139x100.png/ff4444/ffffff,FREE,skype.com,dbrafield2y@wikimedia.org,2024-03-13T04:39:13Z,366,Dottie,Viana,65215-000,Brazil
671aba1dfc13ae6f5122d288,Voltsillam,http://dummyimage.com/145x100.png/ff4444/ffffff,YEARLY,reddit.com,rames2z@vkontakte.ru,2024-03-11T00:21:22Z,319,Northview,Guangdu,,China
671aba1dfc13ae6f5122d289,Latlux,http://dummyimage.com/119x100.png/cc0000/ffffff,FREE,rediff.com,eheindrich30@vimeo.com,2023-10-27T01:36:52Z,326,Mariners Cove,Grubišno Polje,43290,Croatia
671aba1dfc13ae6f5122d28a,Bigtax,http://dummyimage.com/217x100.png/ff4444/ffffff,MONTHLY,github.io,mprimo31@guardian.co.uk,2023-10-22T15:53:34Z,412,Pawling,Molagavita,682038,Colombia
671aba1dfc13ae6f5122d28b,Toughjoyfax,http://dummyimage.com/214x100.png/cc0000/ffffff,FREE,themeforest.net,aogrogane32@webs.com,2024-03-05T13:39:03Z,378,Erie,George Hill,,Anguilla
671aba1dfc13ae6f5122d28c,Fix San,http://dummyimage.com/196x100.png/5fa2dd/ffffff,YEARLY,symantec.com,rdominici33@sphinn.com,2024-01-02T05:29:26Z,206,Service,Horodnya,,Ukraine
671aba1dfc13ae6f5122d28d,Flexidy,http://dummyimage.com/200x100.png/dddddd/000000,MONTHLY,scientificamerican.com,pshelp34@sbwire.com,2024-05-02T15:53:06Z,249,Thierer,Poyang,,China
671aba1dfc13ae6f5122d28e,Subin,http://dummyimage.com/144x100.png/ff4444/ffffff,FREE,yale.edu,tcree35@so-net.ne.jp,2024-04-23T21:22:51Z,21,Old Gate,Fāryāb,,Iran
671aba1dfc13ae6f5122d28f,Tempsoft,http://dummyimage.com/146x100.png/dddddd/000000,FREE,jiathis.com,ckreutzer36@ucoz.com,2023-12-02T08:14:30Z,194,Merry,Fès,,Morocco
671aba1dfc13ae6f5122d290,Job,http://dummyimage.com/128x100.png/cc0000/ffffff,YEARLY,merriam-webster.com,glearman37@biblegateway.com,2023-12-27T22:20:56Z,42,Summer Ridge,Jiuxian,,China
671aba1dfc13ae6f5122d291,Y-find,http://dummyimage.com/199x100.png/cc0000/ffffff,YEARLY,alexa.com,crappport38@github.com,2024-06-07T14:37:18Z,108,Vernon,Kamnica,2351,Slovenia
671aba1dfc13ae6f5122d292,Redhold,http://dummyimage.com/225x100.png/dddddd/000000,FREE,newsvine.com,dpiatkowski39@mac.com,2024-01-26T16:48:05Z,365,Twin Pines,San Marcos,704038,Colombia
671aba1dfc13ae6f5122d293,Kanlam,http://dummyimage.com/218x100.png/cc0000/ffffff,FREE,senate.gov,bnattriss3a@google.de,2023-12-05T16:47:51Z,147,South,Angoulême,16004 CEDEX,France
671aba1dfc13ae6f5122d294,Konklux,http://dummyimage.com/205x100.png/cc0000/ffffff,FREE,issuu.com,cingree3b@i2i.jp,2023-11-21T08:19:05Z,99,Dixon,Voyutychi,,Ukraine
671aba1dfc13ae6f5122d295,Prodder,http://dummyimage.com/218x100.png/5fa2dd/ffffff,MONTHLY,indiatimes.com,mamerighi3c@house.gov,2023-11-25T14:21:07Z,433,Division,Zhezqazghan,,Kazakhstan
671aba1dfc13ae6f5122d296,Veribet,http://dummyimage.com/109x100.png/ff4444/ffffff,FREE,dailymail.co.uk,vviles3d@loc.gov,2023-10-24T19:12:33Z,466,Grim,Madette,,Indonesia
671aba1dfc13ae6f5122d297,Rank,http://dummyimage.com/182x100.png/dddddd/000000,MONTHLY,shinystat.com,cmation3e@skyrock.com,2024-03-28T12:18:45Z,49,Stone Corner,Omurtag,7945,Bulgaria
671aba1dfc13ae6f5122d298,Bitchip,http://dummyimage.com/170x100.png/5fa2dd/ffffff,MONTHLY,amazon.co.jp,arude3f@cocolog-nifty.com,2024-10-20T23:12:16Z,107,Miller,Boucinha,4890-011,Portugal
